Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
John Collins,PF,23,ATL,63,63,1848,429,771,0.556,83,208,0.399,346,563,0.615,0.61,170,204,0.833,118,349,467,78,34,63,84,193,1111,0.27,6.9,3.0,2.3,-0.2,20.3,1.9,0.265,2.5,7.1,4.8,20.6,0.9,8.9,13.8,0.645,22.2,2.0,6.7,0.174,23000000.0,25083744.0
Mike Conley,PG,33,UTA,51,51,1498,284,640,0.444,138,335,0.412,146,305,0.479,0.552,121,142,0.852,36,141,177,305,70,9,99,98,827,0.523,30.6,0.5,4.9,1.3,9.6,2.1,0.222,3.6,2.7,4.0,19.2,2.3,12.4,6.3,0.589,23.1,2.6,6.1,0.197,21000000.0,22902549.0
Pat Connaughton,SG,28,MIL,69,4,1575,168,387,0.434,101,272,0.371,67,115,0.583,0.565,31,40,0.775,63,269,332,81,49,23,33,99,468,0.703,6.3,1.3,0.0,0.5,17.3,1.7,0.103,-0.5,4.4,1.8,11.3,1.5,7.5,11.1,0.578,11.6,0.8,3.5,0.108,5333334.0,5816521.0
Tyler Cook,SF-PF,23,TOT,32,1,438,69,103,0.67,1,2,0.5,68,101,0.673,0.675,17,35,0.486,28,67,95,17,8,2,21,35,156,0.019,5.9,0.4,-3.0,-0.9,17.2,0.3,0.34,-2.2,7.0,0.5,12.8,0.9,15.1,12.1,0.659,13.9,-0.1,0.8,0.09,462629.0,504542.0
DeMarcus Cousins,C,30,TOT,41,11,713,130,305,0.426,47,135,0.348,83,170,0.488,0.503,59,81,0.728,53,210,263,76,34,24,64,107,366,0.443,16.3,3.0,0.4,1.6,32.7,1.2,0.266,-1.2,8.0,0.0,16.4,2.3,15.8,20.0,0.537,24.5,0.4,1.2,0.079,2038942.0,2223664.0
Robert Covington,PF,30,POR,70,70,2243,204,509,0.401,135,356,0.379,69,153,0.451,0.533,50,62,0.806,61,405,466,117,101,84,64,195,593,0.699,6.8,3.4,0.2,1.5,19.8,2.4,0.122,-1.3,2.8,1.4,11.2,2.2,10.7,11.1,0.553,11.5,1.2,3.7,0.08,12975471.0,14151017.0
Torrey Craig,SF,30,TOT,50,8,803,109,227,0.48,39,106,0.368,70,121,0.579,0.566,17,22,0.773,57,140,197,49,28,26,25,83,274,0.467,7.9,2.9,0.4,0.7,19.1,1.1,0.097,-0.3,8.1,1.1,14.2,1.7,9.6,13.7,0.579,14.3,0.5,2.2,0.133,4878049.0,5319988.0
Jae Crowder,PF,30,PHO,60,42,1648,199,492,0.404,148,380,0.389,51,112,0.455,0.555,57,75,0.76,32,250,282,127,48,27,55,125,603,0.772,10.0,1.5,1.1,0.8,16.9,1.9,0.152,0.3,2.2,1.4,11.8,1.4,9.5,9.7,0.574,15.7,1.3,3.3,0.097,9720900.0,10601590.0
Jarrett Culver,SG,21,MIN,34,7,499,69,168,0.411,13,53,0.245,56,115,0.487,0.449,29,48,0.604,34,70,104,24,17,9,28,58,180,0.315,6.8,1.6,-5.6,-1.1,15.8,0.3,0.286,-4.5,7.1,-0.4,8.8,1.6,12.9,11.3,0.476,18.2,-0.5,-0.1,-0.006,6395160.0,6974546.0
Seth Curry,SG,30,PHI,57,57,1638,258,552,0.467,126,280,0.45,132,272,0.485,0.582,69,77,0.896,10,126,136,155,44,8,65,96,711,0.507,13.6,0.4,-0.3,-0.4,8.3,1.7,0.139,0.1,0.7,2.3,12.9,1.3,10.0,4.6,0.607,17.1,0.7,4.0,0.118,8207518.0,8951099.0
Stephen Curry,PG,32,GSW,63,63,2152,658,1365,0.482,337,801,0.421,321,564,0.569,0.605,362,395,0.916,29,316,345,363,77,8,213,119,2015,0.587,30.5,0.3,8.7,0.4,15.4,2.5,0.289,8.3,1.5,6.5,26.3,1.7,12.2,8.5,0.655,34.8,5.8,9.0,0.201,45780966.0,49928610.0
Anthony Davis,PF,27,LAL,36,36,1162,301,613,0.491,26,100,0.26,275,513,0.536,0.512,158,214,0.738,62,224,286,110,45,59,74,60,786,0.163,16.4,4.5,4.8,2.2,21.5,2.4,0.349,2.6,6.0,1.3,22.1,1.9,9.5,13.8,0.556,29.2,2.0,3.7,0.152,35361360.0,38565013.0
Ed Davis,C,31,MIN,23,7,299,19,44,0.432,0,0,0.0,19,44,0.432,0.432,10,12,0.833,46,69,115,21,13,13,7,56,48,0.0,9.0,3.8,-2.2,1.1,26.0,0.4,0.273,-3.3,16.1,0.5,13.1,2.1,12.4,20.8,0.487,7.9,0.0,0.8,0.135,2641691.0,2881021.0
Terence Davis,SG,23,TOT,61,4,1074,195,456,0.428,98,267,0.367,97,189,0.513,0.535,45,55,0.818,20,134,154,83,44,14,63,97,533,0.586,11.4,1.2,-1.7,-0.9,14.1,0.8,0.121,-0.9,2.0,0.1,12.7,2.0,11.6,7.9,0.555,21.8,0.1,0.8,0.038,4000000.0,4362390.0
Gabriel Deck,PF,25,OKC,10,0,212,32,67,0.478,2,15,0.133,30,52,0.577,0.493,18,22,0.818,16,24,40,24,8,0,6,9,84,0.224,17.3,0.0,-0.4,-0.4,11.9,0.1,0.328,0.0,7.8,0.4,16.1,1.8,7.3,9.8,0.548,16.6,0.1,0.5,0.12,1690507.0,1843662.0
Dewayne Dedmon,C,31,MIA,16,0,210,46,65,0.708,1,5,0.2,45,60,0.75,0.715,20,27,0.741,28,58,86,12,9,6,13,36,113,0.077,9.6,3.0,1.7,0.5,31.0,0.4,0.415,1.2,15.5,0.7,24.5,2.1,14.5,23.4,0.735,19.3,0.2,1.1,0.256,5256308.0,5732516.0
DeMar DeRozan,PF,31,SAS,61,61,2056,455,920,0.495,19,74,0.257,436,846,0.515,0.505,387,440,0.88,40,219,259,422,56,15,119,128,1316,0.08,32.0,0.6,3.1,-0.1,11.6,1.5,0.478,3.2,2.0,5.9,22.0,1.3,9.7,6.7,0.591,26.1,2.6,7.4,0.172,26000000.0,28355537.0
Mamadi Diakite,PF,24,MIL,14,1,141,16,40,0.4,1,8,0.125,15,32,0.469,0.413,11,14,0.786,8,26,34,8,7,6,3,16,44,0.2,7.0,3.8,-2.4,0.9,18.7,0.2,0.35,-3.3,6.2,0.1,12.3,2.3,6.1,12.7,0.477,14.6,0.0,0.3,0.102,869078.0,947814.0
Hamidou Diallo,SG-SF,22,TOT,52,9,1226,224,470,0.477,28,82,0.341,196,388,0.505,0.506,128,200,0.64,59,213,272,101,41,24,76,134,604,0.174,13.3,1.7,-2.1,0.1,18.8,1.3,0.426,-2.2,5.1,0.3,14.3,1.6,12.0,11.9,0.541,22.2,0.0,1.6,0.063,5200000.0,5671107.0
Gorgui Dieng,C,31,TOT,38,1,552,85,163,0.521,30,70,0.429,55,93,0.591,0.613,58,67,0.866,40,100,140,48,26,16,32,56,258,0.429,12.0,2.6,3.4,1.5,19.5,0.8,0.411,1.8,7.6,1.3,19.2,2.3,14.3,13.5,0.67,17.4,0.7,2.1,0.185,4000000.0,4362390.0
Spencer Dinwiddie,SG,27,BRK,3,3,64,6,16,0.375,2,7,0.286,4,9,0.444,0.438,6,6,1.0,0,13,13,9,2,1,5,4,20,0.438,17.6,1.4,0.2,2.6,21.3,0.1,0.375,-2.4,0.0,0.0,10.1,1.5,21.2,11.2,0.536,16.1,0.0,0.1,0.045,19314284.0,21064111.0
Donte DiVincenzo,SG,24,MIL,66,66,1814,253,603,0.42,131,346,0.379,122,257,0.475,0.528,51,71,0.718,81,299,380,203,72,15,91,112,688,0.574,14.2,0.7,0.3,0.4,16.7,2.1,0.118,-0.2,4.9,1.5,13.0,1.9,12.5,11.0,0.542,16.7,1.0,3.6,0.095,4675830.0,5099448.0
Luguentz Dort,SG,21,OKC,52,52,1543,247,639,0.387,113,329,0.343,134,310,0.432,0.475,122,164,0.744,38,151,189,88,45,19,79,134,729,0.515,8.8,1.1,-3.5,-0.9,10.3,1.0,0.257,-2.6,2.5,-0.6,10.1,1.4,10.0,6.4,0.513,21.7,-0.6,0.3,0.011,1782621.0,1944122.0
Damyean Dotson,SG,26,CLE,46,7,907,119,293,0.406,46,159,0.289,73,134,0.545,0.485,24,36,0.667,5,88,93,91,16,4,42,42,308,0.543,15.1,0.4,-4.8,-1.4,11.1,0.3,0.123,-3.4,0.6,-0.4,8.1,0.9,12.0,5.7,0.499,16.9,-0.6,0.0,-0.002,205662.0,224294.0
Devon Dotson,PG,21,CHI,11,0,50,11,21,0.524,1,7,0.143,10,14,0.714,0.548,0,0,0.0,2,3,5,7,4,0,0,3,23,0.333,21.4,0.0,2.1,2.2,6.6,0.1,0.0,-0.1,4.5,0.1,19.3,3.9,0.0,5.5,0.548,18.2,0.1,0.2,0.177,239291.0,260970.0
Sekou Doumbouya,PF,20,DET,56,11,869,107,282,0.379,26,115,0.226,81,167,0.485,0.426,45,64,0.703,39,104,143,47,24,9,44,94,285,0.408,8.0,0.9,-6.7,-1.3,13.5,0.7,0.227,-5.4,4.9,-0.9,6.9,1.4,12.4,9.2,0.459,17.8,-1.0,-0.2,-0.012,3799131.0,4143322.0
PJ Dozier,SG,24,DEN,50,6,1088,148,355,0.417,47,149,0.315,101,206,0.49,0.483,42,66,0.636,35,147,182,92,31,22,46,86,385,0.42,11.2,2.0,-2.6,-0.4,15.3,1.1,0.186,-2.3,3.7,0.1,10.4,1.4,10.7,9.5,0.501,17.2,-0.2,1.1,0.051,1910860.0,2083979.0
Andre Drummond,C,27,TOT,46,46,1242,282,572,0.493,0,8,0.0,282,564,0.5,0.493,123,205,0.6,166,385,551,94,63,49,124,149,687,0.014,13.2,3.5,-1.2,0.5,35.2,2.5,0.358,-1.7,14.8,-0.6,19.4,2.5,15.8,24.9,0.519,27.6,0.3,2.0,0.077,2401537.0,2619110.0
Kris Dunn,PG,26,ATL,4,0,45,1,12,0.083,0,2,0.0,1,10,0.1,0.083,3,4,0.75,0,6,6,2,2,2,3,10,5,0.167,5.4,3.9,-13.7,-0.1,14.3,0.1,0.333,-13.7,0.0,-0.2,-5.7,2.2,17.9,7.3,0.182,16.2,-0.1,-0.2,-0.202,5317430.0,5799175.0
Kevin Durant,PF,32,BRK,35,32,1157,324,603,0.537,85,189,0.45,239,414,0.577,0.608,210,238,0.882,13,234,247,195,25,45,120,70,943,0.313,27.5,3.4,7.2,0.8,21.3,1.2,0.395,6.4,1.3,3.7,26.4,1.0,14.5,11.8,0.666,31.2,2.7,5.0,0.206,42018900.0,45825710.0
Anthony Edwards,SG,19,MIN,72,55,2314,505,1211,0.417,171,520,0.329,334,691,0.483,0.488,211,272,0.776,59,277,336,211,82,36,160,129,1392,0.429,14.6,1.3,-2.1,-1.7,13.5,1.4,0.225,-0.4,2.7,-0.6,13.9,1.7,10.7,7.9,0.523,27.0,-0.1,0.8,0.017,10245480.0,11173695.0
Carsen Edwards,SG,22,BOS,31,1,276,47,111,0.423,18,63,0.286,29,48,0.604,0.505,11,13,0.846,3,23,26,14,7,1,7,25,123,0.568,7.4,0.3,-4.5,-1.3,9.4,0.2,0.117,-3.2,1.2,0.1,10.2,1.2,5.7,5.2,0.527,19.3,-0.2,0.3,0.051,1859365.0,2027818.0
CJ Elleby,SF,20,POR,30,0,192,25,66,0.379,7,34,0.206,18,32,0.563,0.432,11,15,0.733,11,21,32,10,6,3,5,27,68,0.515,7.1,1.4,-4.9,-0.9,12.0,0.1,0.227,-4.0,6.0,0.0,9.4,1.5,6.4,8.9,0.468,17.4,-0.1,0.1,0.032,1517981.0,1655506.0
Wayne Ellington,SG,33,DET,46,31,1012,149,338,0.441,116,275,0.422,33,63,0.524,0.612,28,35,0.8,12,73,85,67,18,9,33,59,442,0.814,10.2,0.8,-0.2,-1.3,8.1,0.5,0.104,1.1,1.3,1.3,12.2,0.9,8.5,4.7,0.625,16.7,0.5,1.9,0.088,2641691.0,2881021.0
Joel Embiid,C,26,PHI,51,51,1585,461,899,0.513,58,154,0.377,403,745,0.541,0.545,471,548,0.859,113,426,539,145,50,69,159,123,1451,0.171,16.2,3.9,7.5,1.2,29.1,3.2,0.61,6.3,8.0,5.6,30.3,1.5,12.2,18.7,0.636,35.3,3.8,8.8,0.266,31579390.0,34440406.0
Drew Eubanks,C,23,SAS,54,3,755,116,205,0.566,2,2,1.0,114,203,0.562,0.571,77,106,0.726,74,167,241,42,18,49,45,88,311,0.01,7.9,5.5,0.0,1.0,24.0,1.1,0.517,-1.0,10.2,1.2,17.9,1.2,15.2,17.0,0.618,17.1,0.4,2.3,0.145,2239820.0,2442742.0
Tacko Fall,C,25,BOS,19,0,136,21,29,0.724,0,0,0.0,21,29,0.724,0.724,5,15,0.333,16,36,52,3,1,20,6,22,47,0.0,3.1,13.7,1.2,2.9,29.7,0.3,0.517,-1.7,13.0,0.2,19.6,0.4,14.4,21.3,0.66,13.2,0.1,0.5,0.177,218021.0,237773.0
Derrick Favors,C,29,UTA,68,0,1039,155,243,0.638,0,2,0.0,155,241,0.643,0.638,59,80,0.738,138,238,376,44,32,68,36,143,369,0.008,6.0,5.3,2.6,2.4,23.3,2.2,0.329,0.3,14.7,2.9,19.7,1.5,11.5,19.2,0.663,13.0,1.2,5.1,0.237,9720900.0,10601590.0
Bruno Fernando,C,22,ATL,33,0,226,18,44,0.409,0,2,0.0,18,42,0.429,0.409,15,22,0.682,16,62,78,10,4,3,21,23,51,0.045,5.8,1.2,-6.5,-0.4,29.4,0.3,0.5,-6.1,7.9,-0.3,6.2,0.9,28.1,18.9,0.475,14.4,-0.3,-0.1,-0.019,1782621.0,1944122.0
Dorian Finney-Smith,PF,27,DAL,60,60,1921,220,466,0.472,119,302,0.394,101,164,0.616,0.6,31,41,0.756,98,228,326,102,52,25,48,138,590,0.648,7.2,1.2,0.1,0.0,13.0,1.6,0.088,0.2,5.7,2.8,12.0,1.3,9.0,9.3,0.609,12.2,1.0,4.4,0.11,4000000.0,4362390.0
Malik Fitts,PF,23,LAC,3,0,11,1,3,0.333,1,2,0.5,0,1,0.0,0.5,0,0,0.0,0,3,3,0,0,0,0,3,3,0.667,0.0,0.0,-9.1,-2.1,29.8,0.0,0.0,-7.0,0.0,0.0,2.9,0.0,0.0,15.3,0.5,12.1,0.0,0.0,0.049,630874.0,688028.0
Malachi Flynn,PG,22,TOR,47,14,928,127,340,0.374,54,168,0.321,73,172,0.424,0.453,45,56,0.804,10,106,116,137,38,7,43,68,353,0.494,21.4,0.8,-2.6,-0.2,13.0,0.8,0.165,-2.5,1.1,0.0,10.9,2.0,10.5,6.9,0.484,19.0,-0.1,0.8,0.041,2048040.0,2233587.0
Bryn Forbes,SG,27,MIL,70,10,1354,250,529,0.473,154,341,0.452,96,188,0.511,0.618,47,61,0.77,11,101,112,45,24,1,44,77,701,0.645,4.5,0.1,-1.3,-1.7,7.6,0.7,0.115,0.4,0.9,2.0,12.8,0.8,7.3,4.3,0.631,18.5,0.2,2.7,0.096,4500000.0,4907689.0
Trent Forrest,PG,22,UTA,30,0,302,32,71,0.451,5,26,0.192,27,45,0.6,0.486,19,19,1.0,11,33,44,45,9,4,21,22,88,0.366,19.9,1.1,-1.3,1.2,11.1,0.4,0.268,-2.5,4.0,0.3,11.2,1.5,20.9,7.7,0.554,14.3,0.1,0.7,0.106,463211.0,505176.0
Evan Fournier,SF-SG,28,TOT,42,36,1259,247,541,0.457,117,283,0.413,130,258,0.504,0.565,108,137,0.788,10,118,128,144,47,19,73,96,719,0.523,18.6,1.4,1.1,-0.4,10.2,1.0,0.253,1.5,0.8,1.8,16.7,1.8,10.8,5.4,0.598,23.1,1.0,2.8,0.107,17142857.0,18695958.0
De'Aaron Fox,PG,23,SAC,58,58,2036,529,1110,0.477,103,320,0.322,426,790,0.539,0.523,300,417,0.719,33,170,203,417,87,27,174,170,1461,0.288,32.7,1.1,1.8,-1.3,9.4,0.8,0.376,3.1,1.8,3.4,20.7,2.1,11.9,5.5,0.565,31.0,2.0,4.2,0.098,28103500.0,30649609.0
Tim Frazier,PG,30,MEM,5,0,62,3,20,0.15,0,8,0.0,3,12,0.25,0.15,2,6,0.333,0,8,8,16,2,1,4,7,8,0.4,30.8,1.5,-11.9,-1.2,13.8,0.1,0.3,-10.7,0.0,-0.3,-0.5,1.5,15.0,6.8,0.177,18.1,-0.2,-0.2,-0.169,386127.0,421108.0
Markelle Fultz,PG,22,ORL,8,8,215,41,104,0.394,4,16,0.25,37,88,0.42,0.413,17,19,0.895,5,20,25,43,8,2,18,18,103,0.154,33.1,0.8,-4.4,-0.9,10.0,0.1,0.183,-3.6,2.3,-0.3,12.0,1.8,13.8,6.0,0.458,26.2,-0.1,-0.1,-0.024,16500000.0,17994860.0
Wenyen Gabriel,PF,23,NOP,21,0,241,24,60,0.4,13,32,0.406,11,28,0.393,0.508,11,17,0.647,20,34,54,11,9,8,15,32,72,0.533,5.9,3.1,-3.3,-0.1,15.3,0.3,0.283,-3.2,9.0,0.0,9.8,1.8,18.2,12.2,0.533,14.4,-0.1,0.3,0.052,522015.0,569306.0
Daniel Gafford,PF-C,22,TOT,54,11,791,154,225,0.684,0,0,0.0,154,225,0.684,0.684,72,108,0.667,94,137,231,29,26,75,41,98,380,0.0,5.3,8.1,2.2,1.6,18.6,1.3,0.48,0.6,12.9,2.1,22.2,1.5,13.1,15.8,0.697,16.7,0.8,3.5,0.209,1782621.0,1944122.0
Danilo Gallinari,PF,32,ATL,51,4,1222,206,475,0.434,103,254,0.406,103,221,0.466,0.542,161,174,0.925,17,194,211,76,30,10,43,105,676,0.535,9.2,0.7,1.1,-0.6,17.0,1.0,0.366,1.7,1.6,2.7,16.3,1.2,7.2,9.5,0.613,21.2,1.0,3.7,0.146,20475000.0,22329985.0
Langston Galloway,SG,29,PHO,40,0,438,66,147,0.449,36,85,0.424,30,62,0.484,0.571,22,23,0.957,7,35,42,26,8,0,13,25,190,0.578,8.0,0.0,-0.9,-0.8,8.9,0.3,0.156,-0.1,1.8,0.6,12.1,0.9,7.6,5.4,0.605,17.3,0.1,0.9,0.096,386127.0,421108.0
Darius Garland,PG,21,CLE,54,50,1790,362,802,0.451,105,266,0.395,257,536,0.479,0.517,112,132,0.848,23,106,129,329,66,6,164,110,941,0.332,30.9,0.3,-2.1,-2.1,6.8,0.9,0.165,0.0,1.4,0.3,14.2,1.8,16.0,4.0,0.547,24.9,-0.1,1.2,0.033,7040880.0,7678766.0
Marc Gasol,C,36,LAL,52,42,993,88,194,0.454,50,122,0.41,38,72,0.528,0.582,36,50,0.72,38,177,215,109,26,58,53,115,262,0.629,14.7,5.2,2.3,3.7,19.9,1.9,0.258,-1.4,4.3,0.8,12.2,1.3,19.7,12.2,0.606,11.8,1.1,2.8,0.133,2692991.0,2936969.0
Rudy Gay,PF,34,SAS,63,1,1358,264,628,0.42,106,278,0.381,158,350,0.451,0.505,82,102,0.804,42,261,303,88,45,40,65,115,716,0.443,9.7,2.5,-0.1,0.0,20.9,1.7,0.162,-0.1,3.2,0.0,14.7,1.6,8.8,11.9,0.532,23.6,0.6,1.7,0.059,5890000.0,6423619.0
Paul George,SF,30,LAC,54,54,1821,445,953,0.467,171,416,0.411,274,537,0.51,0.557,198,228,0.868,45,314,359,280,62,24,179,132,1259,0.437,24.6,1.2,4.2,0.3,18.9,2.3,0.239,3.9,2.9,3.0,20.5,1.7,14.5,11.1,0.598,30.0,2.9,5.3,0.139,39344970.0,42909529.0
Taj Gibson,C,35,NYK,45,3,936,99,158,0.627,3,15,0.2,96,143,0.671,0.636,40,55,0.727,99,151,250,36,31,49,22,99,241,0.095,5.4,5.0,1.3,2.1,17.3,1.7,0.348,-0.7,11.6,2.1,16.0,1.7,10.8,14.5,0.661,9.7,0.8,3.8,0.195,4910000.0,5354834.0
Shai Gilgeous-Alexander,SG,22,OKC,35,35,1180,287,565,0.508,71,170,0.418,216,395,0.547,0.571,185,229,0.808,19,147,166,207,27,23,106,70,830,0.301,31.2,1.7,4.1,0.2,13.1,0.8,0.405,3.9,1.7,2.7,21.6,1.1,13.7,7.3,0.623,27.8,1.8,3.5,0.143,5495532.0,5993413.0
Anthony Gill,PF,28,WAS,26,4,218,30,60,0.5,7,24,0.292,23,36,0.639,0.558,13,16,0.813,16,35,51,11,10,4,8,27,80,0.4,6.7,1.5,-1.3,0.3,17.0,0.3,0.267,-1.6,7.8,0.3,13.7,2.1,10.7,12.4,0.597,14.2,0.0,0.6,0.123,1517981.0,1655506.0
Freddie Gillespie,PF,23,TOR,20,2,392,44,84,0.524,0,0,0.0,44,84,0.524,0.524,23,33,0.697,42,55,97,9,13,20,12,43,111,0.0,3.2,5.1,-3.2,-0.1,16.0,0.5,0.393,-3.1,11.4,0.5,13.4,1.6,10.9,13.6,0.563,12.2,-0.1,0.9,0.116,221156.0,241191.0
Rudy Gobert,C,28,UTA,71,71,2187,391,579,0.675,0,4,0.0,391,575,0.68,0.675,233,374,0.623,240,720,960,89,40,190,118,163,1015,0.007,6.0,7.0,4.9,2.8,33.5,5.2,0.646,2.1,12.2,6.1,23.5,0.9,13.7,23.3,0.683,17.0,3.8,11.3,0.248,35344828.0,38546983.0
Brandon Goodwin,PG,25,ATL,47,5,620,84,223,0.377,32,103,0.311,52,120,0.433,0.448,28,43,0.651,8,61,69,95,17,0,36,41,228,0.462,21.6,0.0,-3.1,-0.6,10.6,0.4,0.193,-2.5,1.4,-0.2,9.2,1.3,13.0,6.1,0.471,19.5,-0.2,0.2,0.013,343988.0,375152.0
Aaron Gordon,PF,25,TOT,50,50,1384,231,499,0.463,59,176,0.335,172,323,0.533,0.522,97,149,0.651,77,207,284,161,33,34,97,89,618,0.353,17.8,2.3,0.1,-0.1,16.4,1.2,0.299,0.2,6.0,0.7,14.5,1.2,14.7,11.1,0.547,20.7,0.7,1.9,0.066,16409091.0,17895714.0
Eric Gordon,SG,32,HOU,27,13,789,159,367,0.433,69,210,0.329,90,157,0.573,0.527,94,114,0.825,8,50,58,71,14,13,51,44,481,0.572,14.6,1.5,-1.1,-1.7,7.1,0.2,0.311,0.7,1.0,0.6,14.4,0.8,10.9,3.9,0.577,25.2,0.2,0.8,0.048,18218818.0,19869398.0
Jerami Grant,SF,26,DET,54,54,1829,400,932,0.429,115,329,0.35,285,603,0.473,0.491,290,343,0.845,35,215,250,152,35,58,109,125,1205,0.353,14.3,2.8,1.1,-0.8,13.2,1.6,0.368,1.9,2.1,1.6,16.9,0.9,9.1,7.6,0.556,28.5,1.4,3.2,0.083,20002500.0,21814678.0
Danny Green,SF,33,PHI,69,69,1934,224,544,0.412,175,432,0.405,49,112,0.438,0.573,31,40,0.775,55,205,260,118,92,56,67,125,654,0.794,8.3,2.6,1.9,1.5,11.5,3.1,0.074,0.4,3.2,1.6,12.1,2.3,10.7,7.4,0.582,14.0,1.9,4.6,0.115,10000000.0,10905975.0
Draymond Green,PF,30,GSW,63,63,1982,170,380,0.447,34,126,0.27,136,254,0.535,0.492,70,88,0.795,55,394,449,558,105,52,188,194,444,0.332,36.4,2.3,1.7,3.3,20.9,3.4,0.232,-1.6,3.0,1.2,13.3,2.5,31.0,12.1,0.53,13.1,1.9,4.6,0.112,24026712.0,26203473.0
JaMychal Green,PF,30,DEN,58,5,1120,173,374,0.463,79,198,0.399,94,176,0.534,0.568,46,57,0.807,85,192,277,53,26,22,53,144,471,0.529,6.4,1.9,-1.5,-1.0,19.4,1.2,0.152,-0.5,8.6,1.4,13.6,1.1,11.7,14.0,0.59,17.6,0.1,2.6,0.11,8200000.0,8942900.0
Javonte Green,SF-SG,27,TOT,41,2,473,53,102,0.52,10,30,0.333,43,72,0.597,0.569,30,40,0.75,26,45,71,17,28,6,19,45,146,0.294,4.8,1.1,-0.5,1.7,10.6,0.6,0.392,-2.2,6.1,0.5,12.1,2.9,13.7,8.3,0.61,12.6,0.2,1.1,0.107,1669178.0,1820401.0
Jeff Green,PF,34,BRK,68,38,1835,261,530,0.492,103,250,0.412,158,280,0.564,0.59,125,161,0.776,34,229,263,108,36,27,54,122,750,0.472,7.8,1.3,-0.8,-0.9,13.1,1.2,0.304,0.0,2.2,2.9,13.0,0.9,8.2,7.9,0.624,15.6,0.6,4.1,0.107,4500000.0,4907689.0
Josh Green,SG,20,DAL,39,5,445,42,93,0.452,4,25,0.16,38,68,0.559,0.473,13,23,0.565,28,50,78,28,16,3,17,35,101,0.269,8.3,0.6,-3.6,0.1,12.3,0.4,0.247,-3.7,7.0,0.1,8.8,1.8,14.2,9.7,0.49,11.9,-0.2,0.5,0.05,2957520.0,3225464.0
Blake Griffin,PF,31,TOT,46,30,1186,174,411,0.423,70,205,0.341,104,206,0.505,0.509,87,117,0.744,35,190,225,140,32,15,62,111,505,0.499,17.0,1.1,-0.8,0.0,17.4,1.1,0.285,-0.8,3.4,0.9,12.9,1.3,11.8,10.5,0.546,19.3,0.3,2.0,0.081,32405817.0,35341704.0
Kyle Guy,PG,23,SAC,31,0,235,29,88,0.33,13,46,0.283,16,42,0.381,0.403,16,20,0.8,5,30,35,32,6,0,11,20,87,0.523,17.9,0.0,-5.8,-2.1,14.4,0.1,0.227,-3.7,2.3,-0.1,8.5,1.2,10.2,8.3,0.449,19.7,-0.2,-0.1,-0.015,383079.0,417785.0
Rui Hachimura,PF,22,WAS,57,57,1797,310,648,0.478,45,137,0.328,265,511,0.519,0.513,124,161,0.77,49,263,312,82,44,7,68,120,789,0.211,6.3,0.3,-3.1,-1.0,15.5,1.4,0.248,-2.2,2.9,0.7,11.4,1.1,8.6,9.2,0.549,18.1,-0.5,2.1,0.056,4916160.0,5361552.0
Tyrese Haliburton,PG,20,SAC,58,20,1746,292,619,0.472,121,296,0.409,171,323,0.529,0.569,48,56,0.857,39,134,173,309,77,28,92,83,753,0.478,24.6,1.4,1.4,-0.5,8.6,0.7,0.09,1.9,2.4,2.8,16.2,2.1,12.5,5.5,0.585,18.1,1.5,3.5,0.096,4023600.0,4388128.0
James Harden,PG-SG,31,TOT,44,43,1609,342,734,0.466,121,334,0.362,221,400,0.553,0.548,278,323,0.861,35,313,348,475,53,33,177,99,1083,0.455,44.4,1.8,7.2,1.0,20.6,1.7,0.44,6.2,2.5,5.3,24.5,1.6,16.8,11.9,0.618,28.4,3.7,7.0,0.208,44310840.0,48325294.0
Jared Harper,PG,23,NYK,8,0,16,0,4,0.0,0,1,0.0,0,3,0.0,0.0,3,4,0.75,0,2,2,1,0,0,3,1,3,0.25,7.7,0.0,-22.1,-5.5,13.4,0.0,1.0,-16.6,0.0,-0.1,-10.8,0.0,34.2,6.8,0.26,24.4,-0.1,-0.1,-0.365,85081.0,92789.0
Montrezl Harrell,C,27,LAL,69,1,1580,375,603,0.622,0,10,0.0,375,593,0.632,0.622,181,256,0.707,158,270,428,73,46,49,74,128,931,0.017,7.7,2.8,3.0,0.7,19.1,2.7,0.425,2.3,11.3,4.5,22.7,1.4,9.4,15.2,0.65,21.7,2.0,7.3,0.221,9720900.0,10601590.0
Gary Harris,SG,26,TOT,39,38,1080,138,345,0.4,48,141,0.34,90,204,0.441,0.47,64,78,0.821,21,58,79,78,28,11,37,71,388,0.409,10.3,1.0,-4.2,-1.3,5.9,0.6,0.226,-2.8,2.1,0.2,9.1,1.3,8.9,4.0,0.511,16.7,-0.6,0.7,0.033,20932143.0,22828544.0
Joe Harris,SF,29,BRK,69,65,2141,357,707,0.505,211,444,0.475,146,263,0.555,0.654,49,63,0.778,43,205,248,130,46,14,62,141,974,0.628,8.4,0.6,0.4,-1.2,10.1,1.1,0.089,1.5,2.3,4.1,14.1,1.0,7.8,6.4,0.663,16.2,1.3,5.2,0.117,17357143.0,18929658.0
