Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
Samuel Dalembert,C,31,MIL,47,23,765,137,253,0.542,1,1,1.0,136,252,0.54,0.543,38,55,0.691,105,171,276,21,17,53,51,90,313,0.004,4.5,5.1,-0.6,0.2,24.9,1.2,0.217,-0.8,14.2,0.9,18.6,1.1,15.5,19.4,0.565,18.7,0.3,2.2,0.137,3700748.0,4696160.0
Anthony Davis,PF,19,NOH,64,60,1846,349,676,0.516,0,6,0.0,349,670,0.521,0.516,169,225,0.751,165,357,522,63,75,112,89,158,867,0.009,6.1,5.1,2.5,0.7,23.5,2.4,0.333,1.8,10.5,3.7,21.7,2.2,10.3,16.8,0.559,21.8,2.1,6.1,0.159,5375760.0,6821711.0
Ed Davis,C-PF,23,TOT,81,28,1631,260,482,0.539,0,0,0.0,260,482,0.539,0.539,103,167,0.617,152,308,460,63,38,85,63,191,623,0.0,6.7,4.2,0.2,0.4,22.8,2.4,0.346,-0.2,10.9,2.9,17.8,1.2,10.2,16.7,0.561,17.6,0.9,5.4,0.159,3153860.0,4002173.0
Glen Davis,PF,27,ORL,34,33,1064,214,478,0.448,0,2,0.0,214,476,0.45,0.448,84,117,0.718,55,191,246,70,32,21,64,88,512,0.004,11.3,1.5,-1.9,-0.3,20.3,0.9,0.245,-1.6,5.8,-0.1,15.0,1.6,10.8,13.1,0.483,25.4,0.0,0.8,0.035,6750000.0,8565588.0
Austin Daye,SF,24,TOT,55,0,676,90,208,0.433,41,98,0.418,49,110,0.445,0.531,26,34,0.765,16,107,123,42,14,22,29,82,247,0.471,10.1,2.6,0.4,1.1,18.8,0.9,0.163,-0.7,2.7,0.8,12.9,1.1,11.5,10.6,0.554,17.1,0.4,1.6,0.117,947907.0,1202871.0
Nando De Colo,SG,25,SAS,72,6,920,105,241,0.436,31,82,0.378,74,159,0.465,0.5,35,44,0.795,23,115,138,138,41,6,81,87,276,0.34,21.6,0.5,-1.2,1.2,13.7,1.4,0.183,-2.4,3.1,0.0,11.1,2.3,23.7,8.7,0.53,17.1,0.2,1.3,0.07,1463000.0,1856512.0
Carlos Delfino,SF,30,HOU,67,5,1689,251,620,0.405,158,421,0.375,93,199,0.467,0.532,48,56,0.857,18,202,220,135,68,9,72,114,708,0.679,12.5,0.4,1.4,0.3,13.4,1.5,0.09,1.1,1.2,2.0,13.3,2.0,10.0,7.4,0.549,18.6,1.5,3.5,0.101,3250000.0,4124172.0
Luol Deng,SF,27,CHI,75,75,2903,466,1093,0.426,75,233,0.322,391,860,0.455,0.461,230,282,0.816,162,314,476,222,81,32,144,105,1237,0.213,13.2,0.8,0.8,-0.3,12.6,3.3,0.258,1.0,6.3,3.0,15.1,1.5,10.6,9.4,0.508,21.5,2.0,6.3,0.105,14312125.0,18161744.0
DeMar DeRozan,SG,23,TOR,82,82,3013,548,1231,0.445,34,120,0.283,514,1111,0.463,0.459,355,427,0.831,48,272,320,204,76,24,151,173,1485,0.097,12.0,0.6,-1.4,-1.2,10.9,1.6,0.347,-0.2,1.9,3.1,14.7,1.3,9.6,6.3,0.523,24.2,0.4,4.7,0.075,9500000.0,12055273.0
Boris Diaw,PF,30,SAS,75,20,1709,179,332,0.539,30,78,0.385,149,254,0.587,0.584,47,65,0.723,66,188,254,180,52,27,84,143,435,0.235,15.0,1.1,0.8,1.5,12.0,2.3,0.196,-0.7,4.7,2.2,11.9,1.6,18.9,8.6,0.603,12.0,1.2,4.4,0.124,4702500.0,5967360.0
Toney Douglas,PG,26,TOT,71,0,1289,188,466,0.403,82,216,0.38,106,250,0.424,0.491,76,84,0.905,34,104,138,151,71,3,81,145,534,0.464,18.3,0.2,-0.5,0.3,9.2,1.0,0.18,-0.9,3.0,1.4,13.4,2.8,13.9,6.1,0.531,19.9,0.5,2.4,0.089,1600000.0,2030361.0
Chris Douglas-Roberts,SG,26,DAL,6,0,63,5,14,0.357,0,4,0.0,5,10,0.5,0.357,7,10,0.7,0,5,5,4,2,0,1,4,17,0.286,8.9,0.0,-3.8,0.2,8.7,0.0,0.714,-3.9,0.0,0.0,8.3,1.6,5.2,4.4,0.462,14.0,0.0,0.1,0.041,535288.0,679267.0
Andre Drummond,C,19,DET,60,10,1243,208,342,0.608,1,2,0.5,207,340,0.609,0.61,59,159,0.371,169,288,457,30,59,95,57,144,476,0.006,4.1,6.1,2.5,1.5,27.2,2.3,0.465,1.0,15.4,2.2,21.6,2.5,12.2,21.2,0.578,17.2,1.4,4.5,0.172,2462400.0,3124726.0
Jared Dudley,SF,27,PHO,79,50,2170,313,669,0.468,106,271,0.391,207,398,0.52,0.547,129,162,0.796,79,166,245,203,75,8,101,128,861,0.405,14.9,0.3,0.6,-0.4,8.9,0.9,0.242,1.0,4.1,3.9,14.9,1.8,12.0,6.4,0.582,17.2,1.5,4.8,0.106,4250000.0,5393148.0
Chris Duhon,PG,30,LAL,46,9,820,47,123,0.382,33,91,0.363,14,32,0.438,0.516,6,13,0.462,11,57,68,133,20,1,40,56,133,0.74,22.8,0.1,-2.9,-0.5,7.5,0.4,0.106,-2.4,1.5,0.6,8.0,1.2,23.7,4.6,0.517,9.2,-0.2,1.0,0.056,1500000.0,1903464.0
Mike Dunleavy,SF,32,MIL,75,3,1943,276,624,0.442,128,299,0.428,148,325,0.455,0.545,105,128,0.82,31,260,291,145,39,35,90,135,785,0.479,11.5,1.3,0.4,-0.2,14.9,1.7,0.205,0.5,1.7,2.7,13.6,1.0,11.7,8.0,0.577,17.3,1.2,4.4,0.109,3000000.0,3806928.0
Kevin Durant,SF,24,OKC,81,81,3119,731,1433,0.51,139,334,0.416,592,1099,0.539,0.559,679,750,0.905,46,594,640,374,116,105,280,143,2280,0.233,21.7,2.6,9.3,1.7,20.3,5.3,0.523,7.6,1.8,13.6,28.3,1.9,13.7,11.8,0.647,29.8,8.9,18.9,0.291,18773176.0,23822712.0
Wayne Ellington,SG,25,TOT,78,21,1661,226,529,0.427,94,240,0.392,132,289,0.457,0.516,68,75,0.907,25,141,166,104,45,3,57,81,614,0.454,10.1,0.1,-0.5,-0.5,10.3,1.1,0.142,0.0,1.7,2.1,12.2,1.4,9.2,5.8,0.546,16.8,0.6,3.2,0.093,2500000.0,3172440.0
Monta Ellis,SG,27,MIL,82,82,3076,597,1436,0.416,94,328,0.287,503,1108,0.454,0.448,289,374,0.773,45,271,316,496,169,36,254,164,1577,0.228,27.1,0.9,0.6,0.3,9.8,3.3,0.26,0.3,1.5,1.2,16.2,2.8,13.7,5.5,0.493,26.3,2.1,4.6,0.071,8360000.0,10608640.0
Jeremy Evans,PF,25,UTA,37,0,215,27,44,0.614,0,1,0.0,27,43,0.628,0.614,21,33,0.636,26,32,58,11,8,13,8,30,75,0.023,8.0,4.8,2.2,1.3,17.6,0.3,0.75,0.9,14.0,0.7,19.9,2.0,12.0,15.8,0.641,14.1,0.2,0.9,0.208,1660000.0,2106500.0
Reggie Evans,PF,32,BRK,80,56,1967,125,261,0.479,0,0,0.0,125,261,0.479,0.479,113,222,0.509,260,628,888,43,74,13,111,199,363,0.0,3.2,0.5,-1.7,0.0,38.0,3.5,0.851,-1.7,15.5,0.8,12.8,2.0,23.6,26.7,0.506,11.0,0.1,4.3,0.105,1695636.0,2151721.0
Tyreke Evans,SG,23,SAC,65,61,2016,366,765,0.478,45,133,0.338,321,632,0.508,0.508,210,271,0.775,56,231,287,229,90,27,128,133,987,0.174,19.0,1.0,1.8,-0.2,13.5,0.8,0.354,2.0,3.1,3.6,18.1,2.3,12.6,8.2,0.558,22.3,1.9,4.4,0.105,11796247.0,14969155.0
Festus Ezeli,C,23,GSW,78,41,1120,74,169,0.438,0,0,0.0,74,169,0.438,0.438,43,81,0.531,141,172,313,22,23,74,63,157,191,0.0,2.7,5.2,-3.4,0.7,16.4,1.5,0.479,-4.0,14.3,0.0,9.3,1.0,23.5,15.4,0.467,10.7,-0.4,1.5,0.066,1066920.0,1353896.0
Kenneth Faried,PF,23,DEN,80,80,2248,380,689,0.552,0,0,0.0,380,689,0.552,0.552,163,266,0.613,260,474,734,77,81,83,113,234,923,0.0,5.1,2.9,1.1,0.2,23.2,3.4,0.386,0.9,13.2,4.5,18.5,1.8,12.3,18.3,0.573,17.7,1.7,7.8,0.167,1442880.0,1830980.0
Derrick Favors,PF,21,UTA,77,8,1787,274,568,0.482,0,5,0.0,274,563,0.487,0.482,179,260,0.688,184,362,546,75,67,130,129,247,727,0.009,6.8,5.7,-0.5,1.1,24.0,2.9,0.458,-1.6,11.9,1.5,17.5,2.0,15.9,17.9,0.533,20.6,0.7,4.4,0.117,6008106.0,7624143.0
Raymond Felton,PG,28,NYK,68,68,2313,377,882,0.427,93,258,0.36,284,624,0.455,0.48,101,128,0.789,51,143,194,372,94,14,155,130,948,0.293,27.0,0.5,0.1,-0.8,7.5,1.7,0.145,0.9,2.5,2.5,15.2,2.2,14.2,4.9,0.505,22.1,1.2,4.2,0.087,4180000.0,5304320.0
Landry Fields,SF,24,TOR,51,22,1037,102,223,0.457,2,14,0.143,100,209,0.478,0.462,34,53,0.642,59,149,208,60,32,8,42,63,240,0.063,8.9,0.6,-1.8,0.0,17.4,0.8,0.238,-1.8,6.7,0.3,10.3,1.6,14.6,11.9,0.487,12.9,0.1,1.1,0.052,5225000.0,6630400.0
Derek Fisher,SG-PG,38,TOT,33,9,575,55,161,0.342,30,80,0.375,25,81,0.309,0.435,35,38,0.921,2,35,37,47,19,3,30,55,175,0.497,11.7,0.4,-3.4,-0.3,6.6,0.4,0.236,-3.1,0.4,0.0,7.7,1.7,14.4,3.6,0.492,16.4,-0.2,0.4,0.034,1399507.0,1775940.0
Evan Fournier,SG,20,DEN,38,4,428,75,152,0.493,22,54,0.407,53,98,0.541,0.566,30,39,0.769,6,29,35,44,19,1,32,65,202,0.355,15.5,0.2,-1.4,0.0,7.4,0.3,0.257,-1.3,1.6,0.7,13.8,2.2,15.9,4.6,0.597,20.4,0.1,1.0,0.115,1422720.0,1805397.0
Randy Foye,SG,29,UTA,82,72,2249,293,738,0.397,178,434,0.41,115,304,0.378,0.518,118,144,0.819,17,110,127,167,66,27,92,190,882,0.588,11.7,0.9,-0.6,-0.7,5.8,0.9,0.195,0.1,0.9,2.8,11.7,1.5,10.3,3.3,0.55,18.1,0.8,3.7,0.08,3000000.0,3806928.0
Jimmer Fredette,SG,23,SAC,69,0,967,172,409,0.421,65,156,0.417,107,253,0.423,0.5,85,99,0.859,19,52,71,92,31,3,68,64,494,0.381,15.9,0.2,-1.3,-2.5,6.4,-0.1,0.242,1.1,2.2,1.1,14.6,1.6,13.1,4.2,0.546,23.9,0.2,1.1,0.052,2813399.0,3570135.0
Joel Freeland,PF,25,POR,51,1,477,58,142,0.408,0,0,0.0,58,142,0.408,0.408,18,27,0.667,40,79,119,13,13,11,19,67,134,0.0,4.3,1.7,-5.4,-0.7,19.5,0.4,0.19,-4.7,9.6,-0.2,9.3,1.4,11.0,14.5,0.435,16.6,-0.4,0.2,0.022,3000000.0,3806928.0
Danilo Gallinari,SF,24,DEN,71,71,2309,364,871,0.418,135,362,0.373,229,509,0.45,0.495,286,348,0.822,65,302,367,176,64,36,111,130,1149,0.416,11.2,1.2,2.8,-0.1,14.4,2.0,0.4,2.9,3.2,5.2,16.7,1.4,9.8,8.9,0.561,21.3,2.8,7.2,0.151,10146925.0,12876205.0
Diante Garrett,PG,24,PHO,19,0,149,16,49,0.327,3,15,0.2,13,34,0.382,0.357,5,10,0.5,5,10,15,31,10,0,16,5,40,0.306,31.3,0.0,-4.4,-0.9,7.8,0.1,0.204,-3.6,3.7,-0.3,9.0,3.4,23.1,5.7,0.375,20.7,-0.1,-0.2,-0.073,719266.0,912731.0
Marc Gasol,C,28,MEM,80,80,2796,429,869,0.494,1,14,0.071,428,855,0.501,0.494,268,316,0.848,184,438,622,318,80,139,157,255,1127,0.016,19.1,4.1,5.2,3.1,18.9,5.4,0.364,2.1,7.6,6.1,19.5,1.6,13.5,13.1,0.559,19.2,5.1,11.5,0.197,14860523.0,18857648.0
Pau Gasol,PF,32,LAL,49,42,1655,270,579,0.466,8,28,0.286,262,551,0.475,0.473,125,178,0.702,111,310,421,200,24,61,104,93,673,0.048,19.9,2.7,2.0,0.9,20.1,1.7,0.307,1.1,7.6,2.0,16.7,0.7,13.7,14.0,0.512,20.5,1.7,3.7,0.107,19285850.0,24473283.0
Rudy Gay,SF,26,TOT,75,74,2687,521,1253,0.416,84,260,0.323,437,993,0.44,0.449,240,295,0.814,99,362,461,202,113,53,198,182,1366,0.208,13.6,1.6,1.1,0.5,16.3,3.9,0.235,0.5,4.3,0.1,15.6,2.3,12.5,10.2,0.494,27.2,2.1,4.0,0.072,17888932.0,22700627.0
Alonzo Gee,SF,25,CLE,82,82,2541,305,744,0.41,69,219,0.315,236,525,0.45,0.456,163,205,0.795,75,245,320,133,107,29,132,199,842,0.294,8.2,0.9,-2.6,-0.3,11.7,1.5,0.276,-2.2,3.3,0.5,10.5,2.2,13.7,7.3,0.505,16.9,-0.4,1.9,0.036,3250000.0,4124172.0
Paul George,SF,22,IND,79,79,2972,493,1176,0.419,170,469,0.362,323,707,0.457,0.491,221,274,0.807,88,515,603,327,143,51,233,227,1377,0.399,19.6,1.3,3.8,2.3,19.0,6.3,0.233,1.5,3.4,2.7,16.8,2.6,15.2,11.3,0.531,23.5,4.4,9.0,0.145,3282003.0,4164783.0
Taj Gibson,PF,27,CHI,65,5,1459,214,441,0.485,0,4,0.0,214,437,0.49,0.485,89,131,0.679,125,220,345,61,27,90,76,166,517,0.009,7.1,4.7,-1.1,1.0,17.5,2.3,0.297,-2.1,9.7,1.0,14.4,1.0,13.2,13.6,0.518,18.1,0.3,3.3,0.109,7550000.0,9580769.0
Drew Gooden,C,31,MIL,16,0,151,20,61,0.328,1,5,0.2,19,56,0.339,0.336,11,16,0.688,13,18,31,6,5,6,9,21,52,0.082,6.1,2.9,-6.7,-0.6,13.3,0.2,0.262,-6.1,8.9,-0.3,7.7,1.7,11.7,11.0,0.382,22.2,-0.2,-0.1,-0.034,7091619.0,8999094.0
Ben Gordon,SG,29,CHA,75,0,1560,310,760,0.408,113,292,0.387,197,468,0.421,0.482,107,127,0.843,18,112,130,141,35,16,136,134,840,0.384,17.6,0.8,-3.4,-3.2,8.5,-0.2,0.167,-0.2,1.3,-0.4,12.7,1.2,14.3,4.8,0.515,27.8,-0.6,-0.6,-0.018,13200000.0,16750484.0
Eric Gordon,SG,24,NOH,42,40,1264,235,584,0.402,56,173,0.324,179,411,0.436,0.45,187,222,0.842,10,67,77,137,45,8,117,75,713,0.296,19.3,0.5,-1.3,-1.9,6.4,0.3,0.38,0.6,0.9,0.8,15.4,1.9,14.6,3.6,0.523,29.4,0.2,1.1,0.042,14283844.0,18125856.0
Marcin Gortat,C,28,PHO,61,61,1876,295,566,0.521,0,3,0.0,295,563,0.524,0.521,90,138,0.652,128,388,516,75,40,98,99,127,680,0.005,6.5,3.9,-0.5,0.3,24.0,2.1,0.244,-0.8,7.6,1.3,15.4,1.1,13.6,15.6,0.543,17.2,0.7,3.4,0.086,7727280.0,9805733.0
Danny Granger,SF,29,IND,5,0,74,10,35,0.286,2,10,0.2,8,25,0.32,0.314,5,8,0.625,3,6,9,3,2,1,4,6,27,0.286,6.9,1.0,-8.7,-2.4,8.9,0.1,0.229,-6.3,4.6,-0.2,4.0,1.4,9.4,6.8,0.35,26.2,-0.1,-0.1,-0.075,14379240.0,18246912.0
Aaron Gray,C,28,TOR,42,16,513,48,90,0.533,0,0,0.0,48,90,0.533,0.533,23,44,0.523,48,85,133,33,7,5,36,85,119,0.0,9.9,0.8,-4.3,-0.4,20.0,0.4,0.489,-3.9,10.9,0.2,9.0,0.7,24.8,15.4,0.544,13.1,-0.3,0.5,0.05,2612500.0,3315200.0
Danny Green,SG,25,SAS,80,80,2201,297,663,0.448,177,413,0.429,120,250,0.48,0.581,67,79,0.848,36,208,244,141,92,54,94,124,838,0.623,9.5,1.8,2.8,1.4,10.3,3.2,0.119,1.4,2.0,2.6,14.1,2.1,11.9,6.4,0.6,16.6,2.7,5.9,0.128,3762500.0,4774522.0
Draymond Green,SF,22,GSW,79,1,1061,84,257,0.327,14,67,0.209,70,190,0.368,0.354,45,55,0.818,58,202,260,53,42,25,51,159,227,0.261,7.0,1.8,-3.6,1.4,20.3,1.6,0.214,-5.0,6.2,-0.9,7.1,2.0,15.4,13.5,0.404,14.0,-0.4,0.6,0.028,875500.0,1110988.0
Gerald Green,SF,27,IND,60,7,1080,155,424,0.366,59,188,0.314,96,236,0.407,0.435,52,65,0.8,31,110,141,50,19,23,53,64,421,0.443,7.9,1.6,-1.9,-0.3,11.1,1.5,0.153,-1.6,3.3,-0.3,9.9,0.9,10.5,7.3,0.465,21.3,0.0,1.3,0.056,3500000.0,4441416.0
Jeff Green,PF,26,BOS,81,17,2252,376,806,0.467,70,182,0.385,306,624,0.49,0.51,214,265,0.808,55,263,318,128,56,68,132,175,1036,0.226,9.6,2.4,-0.3,-0.1,13.4,2.8,0.329,-0.2,3.0,1.9,15.0,1.3,12.5,8.3,0.561,22.2,1.0,4.7,0.099,8700000.0,11040092.0
Willie Green,SG,31,LAC,72,60,1188,178,386,0.461,71,166,0.428,107,220,0.486,0.553,23,32,0.719,17,80,97,55,29,12,31,96,450,0.43,7.1,0.8,-0.8,-0.7,7.9,0.9,0.083,-0.2,1.7,1.7,11.8,1.3,7.2,4.9,0.562,16.6,0.3,2.5,0.103,1399507.0,1775940.0
Blake Griffin,PF,23,LAC,80,80,2598,577,1072,0.538,5,28,0.179,572,1044,0.548,0.541,281,426,0.66,186,476,662,299,97,50,185,231,1440,0.026,19.9,1.6,4.1,0.8,21.5,3.9,0.397,3.2,8.7,6.8,22.4,2.0,12.8,15.2,0.572,25.4,4.0,10.6,0.196,16402500.0,20814380.0
Hamed Haddadi,C,27,TOT,30,0,322,35,82,0.427,0,0,0.0,35,82,0.427,0.427,14,27,0.519,43,68,111,12,6,27,31,60,84,0.0,5.7,6.4,-6.2,0.4,24.7,0.5,0.329,-6.5,15.0,-0.4,10.2,1.0,24.8,19.8,0.447,17.4,-0.3,0.1,0.01,200000.0,253795.0
Jordan Hamilton,SF,22,DEN,40,1,397,84,201,0.418,27,73,0.37,57,128,0.445,0.485,13,26,0.5,32,63,95,23,15,8,19,24,208,0.363,9.2,1.6,0.9,-1.2,17.4,0.5,0.129,2.1,9.2,0.4,16.9,1.9,8.2,13.4,0.49,25.3,0.3,0.8,0.1,1234320.0,1566322.0
Richard Hamilton,SG,34,CHI,50,45,1088,204,475,0.429,16,52,0.308,188,423,0.444,0.446,66,77,0.857,16,67,83,119,24,5,84,93,490,0.109,19.9,0.3,-4.0,-1.2,7.2,0.9,0.162,-2.8,1.7,-0.6,10.6,1.2,14.2,4.4,0.481,25.0,-0.6,0.4,0.016,1000000.0,1268976.0
Tyler Hansbrough,PF,27,IND,81,8,1366,176,407,0.432,0,3,0.0,176,404,0.436,0.432,216,300,0.72,161,212,373,36,29,18,78,152,568,0.007,4.4,1.0,-1.9,-0.7,17.0,2.2,0.737,-1.3,13.4,2.1,15.3,1.1,12.6,15.2,0.527,20.6,0.0,4.4,0.154,3183000.0,4039150.0
James Harden,SG,23,HOU,78,78,2985,585,1337,0.438,179,486,0.368,406,851,0.477,0.504,674,792,0.851,62,317,379,455,142,38,295,178,2023,0.364,25.7,1.0,5.6,0.5,11.9,3.0,0.592,5.2,2.4,9.8,22.9,2.4,14.9,7.2,0.6,29.0,5.8,12.8,0.206,13668750.0,17345317.0
Josh Harrellson,C,23,MIA,6,0,31,4,9,0.444,1,5,0.2,3,4,0.75,0.5,1,2,0.5,3,4,7,0,1,1,3,4,10,0.556,0.0,2.6,-5.9,-1.4,15.0,0.0,0.222,-4.5,12.6,0.0,8.5,1.7,23.3,13.9,0.506,19.9,0.0,0.0,0.002,884293.0,1122146.0
Al Harrington,C,32,ORL,10,0,119,20,57,0.351,8,30,0.267,12,27,0.444,0.421,3,4,0.75,6,21,27,10,4,1,7,18,51,0.526,13.7,0.6,-4.5,-1.5,19.9,0.1,0.07,-3.0,5.7,-0.1,10.3,1.8,10.6,12.8,0.434,25.1,-0.1,0.0,-0.012,8548107.0,10847342.0
Devin Harris,SG,29,ATL,58,34,1421,194,443,0.438,77,230,0.335,117,213,0.549,0.525,112,154,0.727,6,110,116,197,64,13,88,103,577,0.519,21.7,0.7,0.1,0.6,8.7,1.5,0.348,-0.5,0.5,1.8,14.6,2.3,14.7,4.7,0.565,19.5,0.8,3.3,0.111,1272279.0,1614491.0
Tobias Harris,SF-PF,20,TOT,55,34,1299,233,512,0.455,34,108,0.315,199,404,0.493,0.488,103,137,0.752,73,214,287,69,32,44,66,120,603,0.211,8.8,2.6,-0.5,-0.5,18.6,1.2,0.268,0.0,6.2,1.2,16.0,1.3,10.3,12.4,0.527,22.1,0.5,2.4,0.089,1630800.0,2069446.0
Udonis Haslem,PF,32,MIA,75,59,1414,129,251,0.514,0,0,0.0,129,251,0.514,0.514,32,45,0.711,97,307,404,38,30,15,45,173,290,0.0,3.8,0.9,-3.2,-0.5,25.3,2.0,0.179,-2.6,9.0,1.2,9.9,1.1,14.2,17.6,0.535,10.7,-0.4,3.2,0.108,4340000.0,5507356.0
Spencer Hawes,C,24,PHI,82,40,2233,376,811,0.464,31,87,0.356,345,724,0.477,0.483,122,157,0.777,173,417,590,183,24,113,131,233,905,0.107,13.5,3.9,-0.5,0.6,21.7,2.8,0.194,-1.1,8.5,1.7,16.0,0.6,13.0,14.9,0.514,20.9,0.9,4.5,0.096,6500000.0,8248344.0
Chuck Hayes,C,29,SAC,74,1,1209,84,190,0.442,0,1,0.0,84,189,0.444,0.442,30,48,0.625,113,186,299,112,31,18,44,114,198,0.005,13.1,1.2,-1.4,-0.2,18.2,0.4,0.253,-1.2,10.5,1.1,10.7,1.3,17.2,14.2,0.469,9.4,0.2,1.5,0.06,5722500.0,7261715.0
Gordon Hayward,SF,22,UTA,72,27,2104,336,773,0.435,102,246,0.415,234,527,0.444,0.501,243,294,0.827,51,174,225,213,58,38,120,125,1017,0.318,16.7,1.4,2.0,-0.5,9.8,1.2,0.38,2.5,2.8,4.2,16.8,1.5,11.7,6.3,0.564,22.1,2.1,5.4,0.123,3452183.0,4380737.0
Brendan Haywood,C,33,CHA,61,17,1162,93,216,0.431,0,1,0.0,93,215,0.433,0.431,30,66,0.455,125,165,290,29,16,49,50,125,216,0.005,3.9,3.4,-6.0,-1.8,16.7,0.4,0.306,-4.2,12.0,-0.2,8.7,0.7,16.9,14.3,0.441,11.5,-1.2,0.1,0.006,7073500.0,8976102.0
Gerald Henderson,SG,25,CHA,68,58,2133,382,855,0.447,33,100,0.33,349,755,0.462,0.466,258,313,0.824,55,195,250,177,68,34,108,149,1055,0.117,15.6,1.3,-1.1,-1.4,10.8,0.3,0.366,0.3,2.9,2.9,16.4,1.7,9.8,6.7,0.531,23.5,0.5,3.3,0.073,6000000.0,7613856.0
Xavier Henry,SF,21,NOH,50,2,625,66,161,0.41,4,11,0.364,62,150,0.413,0.422,58,92,0.63,21,69,90,13,16,5,31,72,194,0.068,3.2,0.7,-5.7,-1.2,13.4,0.2,0.571,-4.6,3.9,-0.2,7.6,1.4,13.3,8.6,0.481,17.3,-0.6,0.0,0.002,916099.0,1162507.0
John Henson,PF,22,MIL,63,9,827,162,336,0.482,0,3,0.0,162,333,0.486,0.482,56,105,0.533,116,181,297,31,19,42,47,83,380,0.009,6.3,3.7,-1.7,-1.0,24.4,1.2,0.313,-0.7,14.5,0.6,18.2,1.2,11.0,19.3,0.497,22.6,0.1,1.9,0.109,1905360.0,2417856.0
Roy Hibbert,C,26,IND,79,79,2269,385,859,0.448,1,4,0.25,384,855,0.449,0.449,166,224,0.741,296,360,656,113,39,206,162,279,937,0.005,8.9,6.7,-0.3,1.4,17.4,4.9,0.261,-1.7,14.8,1.3,17.3,0.9,14.5,16.1,0.489,22.5,0.9,6.1,0.129,14283844.0,18125856.0
Nenê,PF,30,WAS,61,49,1659,285,594,0.48,0,1,0.0,285,593,0.481,0.48,196,269,0.729,101,306,407,177,55,37,139,171,766,0.002,19.0,1.8,1.3,1.7,20.6,2.7,0.453,-0.4,6.7,1.3,17.0,1.7,16.3,13.6,0.538,23.4,1.3,4.0,0.116,13000000.0,16496689.0
George Hill,PG,26,IND,76,76,2620,386,871,0.443,130,353,0.368,256,518,0.494,0.518,174,213,0.817,47,237,284,355,81,26,116,134,1076,0.405,23.4,0.7,3.3,1.1,9.9,3.8,0.245,2.2,2.0,5.9,16.6,1.6,10.7,6.0,0.558,18.8,3.5,9.7,0.177,8000000.0,10151808.0
Jordan Hill,PF,25,LAL,29,1,458,77,155,0.497,0,2,0.0,77,153,0.503,0.497,40,61,0.656,82,84,166,13,8,19,26,55,194,0.013,4.7,3.0,-1.6,-1.6,19.7,0.5,0.394,-0.1,20.3,0.9,18.5,0.9,12.5,20.0,0.533,20.2,0.0,1.4,0.147,3500000.0,4441416.0
Kirk Hinrich,PG,32,CHI,60,60,1764,159,422,0.377,71,182,0.39,88,240,0.367,0.461,70,98,0.714,16,142,158,314,63,25,99,192,459,0.431,27.5,1.1,-0.9,1.2,9.3,2.1,0.232,-2.0,1.0,1.0,10.8,1.9,17.5,5.1,0.493,14.7,0.5,3.1,0.085,4059000.0,5150774.0
Jrue Holiday,PG,22,PHI,78,78,2926,555,1288,0.431,91,247,0.368,464,1041,0.446,0.466,182,242,0.752,89,240,329,625,123,32,292,170,1383,0.192,36.5,0.9,0.5,-0.7,9.5,2.7,0.188,1.2,3.3,0.6,16.7,2.2,17.3,6.4,0.496,26.6,1.9,3.3,0.055,11000000.0,13958737.0
Ryan Hollins,C,28,LAC,60,0,663,70,114,0.614,0,0,0.0,70,114,0.614,0.614,66,88,0.75,50,89,139,11,6,34,44,133,206,0.0,2.4,4.3,-3.9,0.2,15.7,0.8,0.772,-4.0,9.1,1.0,11.3,0.5,22.4,12.5,0.674,13.6,-0.3,1.7,0.125,1186459.0,1505588.0
Al Horford,C,26,ATL,74,74,2756,576,1060,0.543,3,6,0.5,573,1054,0.544,0.545,134,208,0.644,195,562,757,240,78,78,147,163,1289,0.006,15.3,2.2,1.9,0.6,23.0,4.1,0.196,1.3,8.2,4.7,19.8,1.5,11.3,15.7,0.56,21.8,2.7,8.8,0.153,12000000.0,15227713.0
Dwight Howard,C,27,LAL,76,76,2722,470,813,0.578,1,6,0.167,469,807,0.581,0.579,355,721,0.492,251,694,945,108,84,186,225,291,1296,0.007,6.6,4.9,0.6,1.1,27.4,4.8,0.887,-0.6,10.4,2.8,19.4,1.6,16.6,19.1,0.573,22.2,1.8,7.6,0.134,20513178.0,26030733.0
Kris Humphries,PF,27,BRK,65,21,1191,139,310,0.448,0,2,0.0,139,308,0.451,0.448,97,123,0.789,126,239,365,32,16,33,57,127,375,0.006,4.3,2.1,-3.0,-1.0,23.9,1.3,0.397,-1.9,12.4,1.4,13.6,0.7,13.5,18.1,0.515,16.3,-0.3,2.7,0.109,12000000.0,15227713.0
Serge Ibaka,PF,23,OKC,80,80,2486,446,778,0.573,20,57,0.351,426,721,0.591,0.586,143,191,0.749,222,395,617,43,28,242,125,213,1055,0.073,2.8,7.4,1.5,0.7,17.0,4.1,0.246,0.9,11.1,5.3,19.4,0.6,12.7,14.2,0.612,18.1,2.2,9.4,0.181,12250000.0,15544957.0
