Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,Salary,SalaryAdj
Samuel Dalembert,C,29,SAC,80,46,1938,268,567,0.473,0,2,0.0,268,565,0.474,0.473,108,148,0.73,212,445,657,67,36,116,132,225,644,0.004,5.3,4.3,-2.2,0.2,26.9,2.5,0.261,-2.3,12.1,0.4,14.1,0.9,17.3,19.3,0.509,17.1,-0.1,2.9,0.072,7000000.0,9189077.0
Erick Dampier,C,35,MIA,51,22,815,52,89,0.584,0,1,0.0,52,88,0.591,0.584,24,44,0.545,53,124,177,22,14,47,32,82,128,0.011,3.8,4.5,-0.3,1.7,17.1,1.4,0.494,-2.0,8.2,0.5,9.7,0.9,22.8,12.9,0.591,8.1,0.4,1.9,0.109,850522.0,1116501.0
Marquis Daniels,SF,30,BOS,49,0,938,114,232,0.491,4,21,0.19,110,211,0.521,0.5,39,57,0.684,24,89,113,64,39,22,38,63,271,0.091,10.6,1.8,0.6,2.3,11.0,1.7,0.246,-1.7,3.3,0.3,11.7,2.2,12.9,7.4,0.527,15.1,0.6,2.0,0.103,1223166.0,1605681.0
Baron Davis,PG,31,TOT,58,44,1649,289,693,0.417,81,239,0.339,208,454,0.458,0.475,101,131,0.771,35,121,156,391,78,28,146,143,760,0.345,41.2,1.3,1.9,-0.3,8.6,1.3,0.189,2.2,2.5,1.5,17.0,2.4,16.3,5.5,0.506,24.4,1.6,2.8,0.081,15252181.0,20021924.0
Ed Davis,PF,21,TOR,65,17,1602,215,373,0.576,0,0,0.0,215,373,0.576,0.576,71,128,0.555,168,294,462,40,39,67,48,183,501,0.0,3.8,3.2,-0.9,-0.8,22.3,1.1,0.343,-0.2,12.1,2.9,15.8,1.3,10.1,17.1,0.583,13.3,0.4,4.0,0.119,2063040.0,2708204.0
Glen Davis,C,25,BOS,78,13,2298,359,801,0.448,2,15,0.133,357,786,0.454,0.449,195,265,0.736,101,324,425,92,78,30,85,231,915,0.019,6.6,1.0,-1.9,0.7,16.4,4.3,0.331,-2.6,5.7,0.6,12.8,1.8,8.5,11.4,0.499,20.9,0.0,4.9,0.102,6300000.0,8270169.0
Austin Daye,SF,22,DET,72,16,1446,193,471,0.41,69,172,0.401,124,299,0.415,0.483,82,108,0.759,64,210,274,78,39,39,59,165,537,0.365,8.5,2.2,-1.3,-0.5,18.6,0.9,0.229,-0.8,5.2,1.2,13.0,1.5,10.2,11.6,0.518,18.6,0.3,2.1,0.07,1929600.0,2533034.0
Carlos Delfino,SF,28,MIL,49,40,1590,200,513,0.39,105,284,0.37,95,229,0.415,0.492,60,75,0.8,24,176,200,112,76,8,57,72,565,0.554,12.1,0.4,1.5,1.7,13.2,2.6,0.146,-0.3,1.7,0.9,13.1,2.6,9.5,7.3,0.517,17.7,1.4,3.5,0.105,3500000.0,4594538.0
Luol Deng,SF,25,CHI,82,82,3208,531,1155,0.46,115,333,0.345,416,822,0.506,0.51,253,336,0.753,116,360,476,230,78,48,156,162,1430,0.288,11.9,1.1,1.7,0.6,12.8,5.2,0.291,1.1,4.4,4.7,15.5,1.3,10.7,8.7,0.549,20.9,3.0,9.9,0.149,12325000.0,16179340.0
DeMar DeRozan,SG,21,TOR,82,82,2851,539,1154,0.467,5,52,0.096,534,1102,0.485,0.469,327,402,0.813,75,240,315,148,85,31,144,217,1410,0.045,8.6,0.8,-2.5,-1.5,10.2,0.5,0.348,-0.9,3.0,2.8,14.5,1.5,9.8,6.5,0.53,23.2,-0.3,3.2,0.055,2625000.0,3445904.0
Boris Diaw,PF,28,CHA,82,82,2778,381,774,0.492,78,226,0.345,303,548,0.553,0.543,84,123,0.683,105,309,414,337,74,46,166,190,924,0.292,20.6,1.3,0.6,0.3,13.6,2.3,0.159,0.3,4.5,2.4,13.9,1.4,16.7,9.0,0.558,16.8,1.8,4.8,0.082,9000000.0,11814528.0
Ike Diogu,PF,27,LAC,36,0,470,83,148,0.561,0,0,0.0,83,148,0.561,0.561,41,62,0.661,41,74,115,2,3,3,22,72,207,0.0,0.7,0.5,-4.9,-2.5,18.3,0.3,0.419,-2.4,10.3,0.7,13.7,0.3,11.2,14.3,0.59,18.7,-0.3,1.0,0.104,64028.0,84051.0
DeSagana Diop,C,29,CHA,16,0,181,8,24,0.333,0,0,0.0,8,24,0.333,0.333,4,11,0.364,12,28,40,7,4,15,11,26,20,0.0,5.7,6.7,-4.9,1.8,18.9,0.3,0.458,-6.7,8.0,-0.3,5.4,1.2,27.6,13.4,0.347,10.3,-0.1,-0.1,-0.016,6925400.0,9091148.0
Keyon Dooling,PG,30,MIL,80,22,1757,206,519,0.397,81,234,0.346,125,285,0.439,0.475,78,94,0.83,12,105,117,243,54,4,91,119,571,0.451,23.4,0.2,-1.2,0.2,7.1,2.1,0.181,-1.4,0.8,0.8,11.3,1.6,14.0,3.9,0.509,17.3,0.4,2.9,0.08,2246400.0,2948906.0
Toney Douglas,SG,24,NYK,81,9,1971,314,755,0.416,143,383,0.373,171,372,0.46,0.511,85,107,0.794,65,179,244,244,89,4,89,177,856,0.507,19.5,0.1,0.4,-0.6,10.5,1.2,0.142,0.9,3.7,3.0,15.2,2.3,10.0,7.1,0.534,20.1,1.2,4.2,0.101,1145640.0,1503910.0
Jared Dudley,SF,25,PHO,82,15,2140,300,629,0.477,105,253,0.415,195,376,0.519,0.56,162,218,0.743,111,207,318,108,87,20,77,139,867,0.402,7.6,0.7,1.8,0.2,11.2,1.4,0.347,1.5,6.0,4.2,15.6,2.1,9.6,8.6,0.598,16.9,2.0,5.6,0.126,4250000.0,5579082.0
Chris Duhon,PG,28,ORL,51,5,774,49,129,0.38,13,52,0.25,36,77,0.468,0.43,14,25,0.56,9,43,52,118,16,2,61,30,125,0.403,22.4,0.2,-3.8,0.0,6.3,0.9,0.194,-3.8,1.4,-0.7,5.6,1.1,30.3,3.9,0.446,12.0,-0.3,0.2,0.014,3500000.0,4594538.0
Mike Dunleavy,SG,30,IND,61,44,1683,240,520,0.462,102,254,0.402,138,266,0.519,0.56,100,125,0.8,28,248,276,105,40,30,69,107,682,0.488,10.1,1.3,1.6,0.4,16.2,1.9,0.24,1.1,1.9,2.6,14.6,1.2,10.7,9.1,0.593,16.9,1.5,4.5,0.129,3750000.0,4922720.0
Kevin Durant,SF,22,OKC,78,78,3038,711,1538,0.462,145,414,0.35,566,1124,0.504,0.509,594,675,0.88,57,476,533,214,88,76,218,159,2161,0.269,13.2,1.8,4.9,-0.3,17.7,3.3,0.439,5.2,2.3,8.6,23.6,1.5,10.6,10.3,0.589,30.6,5.3,12.0,0.189,15506632.0,20355949.0
Devin Ebanks,SG,21,LAL,20,0,118,21,51,0.412,2,5,0.4,19,46,0.413,0.431,18,23,0.783,15,12,27,2,4,5,6,7,62,0.098,2.8,3.2,-2.0,-2.1,11.1,0.2,0.451,0.1,14.9,0.2,19.4,1.8,8.9,13.0,0.507,25.9,0.0,0.4,0.144,762195.0,1000552.0
Wayne Ellington,SG,23,MIN,62,8,1181,160,397,0.403,48,121,0.397,112,276,0.406,0.463,42,53,0.792,26,82,108,72,28,3,53,85,410,0.305,9.4,0.2,-3.5,-1.3,7.9,0.1,0.134,-2.3,2.4,0.1,8.6,1.2,11.2,5.1,0.488,17.1,-0.5,0.3,0.01,1154040.0,1514937.0
Monta Ellis,SG,25,GSW,80,80,3227,726,1611,0.451,137,379,0.361,589,1232,0.478,0.493,340,431,0.789,44,237,281,450,168,23,252,203,1929,0.235,23.4,0.5,0.8,-0.9,8.5,1.7,0.268,1.7,1.5,4.3,18.6,2.6,12.3,4.9,0.536,28.1,2.3,6.0,0.089,11000000.0,14439979.0
Francisco Elson,C,34,UTA,62,1,610,54,113,0.478,0,0,0.0,54,113,0.478,0.478,26,31,0.839,35,80,115,33,21,14,32,84,134,0.0,7.9,1.9,-3.5,0.3,16.0,0.5,0.274,-3.8,6.9,0.1,8.9,1.8,20.2,11.4,0.529,11.9,-0.2,0.6,0.046,305792.0,401420.0
Semih Erden,C,24,TOT,41,8,595,62,111,0.559,0,0,0.0,62,111,0.559,0.559,39,60,0.65,37,81,118,20,15,24,34,104,163,0.0,5.1,3.1,-3.0,1.6,15.8,1.1,0.541,-4.6,7.9,0.3,10.3,1.3,19.8,12.1,0.593,13.7,-0.1,1.4,0.115,762195.0,1000552.0
Jeremy Evans,SF,23,UTA,49,3,463,76,115,0.661,0,1,0.0,76,114,0.667,0.661,26,37,0.703,36,61,97,24,17,17,19,50,178,0.009,8.5,3.0,2.1,0.6,16.1,0.4,0.322,1.5,9.3,1.2,18.8,1.9,12.6,12.6,0.678,14.9,0.5,1.6,0.167,762195.0,1000552.0
Maurice Evans,SF,32,TOT,73,24,1549,177,424,0.417,55,167,0.329,122,257,0.475,0.482,52,58,0.897,52,104,156,45,34,14,33,129,461,0.394,4.5,0.7,-3.2,-1.0,8.0,0.7,0.137,-2.2,3.9,1.0,9.1,1.1,6.8,5.9,0.513,14.2,-0.5,1.7,0.054,1223166.0,1605681.0
Reggie Evans,PF,30,TOR,30,18,798,42,103,0.408,0,1,0.0,42,102,0.412,0.408,48,88,0.545,119,226,345,38,29,6,39,89,132,0.01,6.4,0.6,-1.5,-0.6,34.4,0.8,0.854,-0.9,17.2,0.5,12.4,1.9,21.6,25.6,0.466,10.1,0.1,1.3,0.077,1229255.0,1613674.0
Tyreke Evans,SG,21,SAC,57,53,2107,382,933,0.409,43,148,0.291,339,785,0.432,0.432,205,266,0.771,46,229,275,319,85,30,184,143,1012,0.159,24.9,1.0,0.0,0.2,12.7,1.7,0.285,-0.1,2.4,-0.1,14.4,2.0,14.9,7.4,0.482,25.3,1.1,1.6,0.036,4151640.0,5449963.0
Christian Eyenga,SF,21,CLE,44,18,947,130,306,0.425,25,91,0.275,105,215,0.488,0.466,18,28,0.643,27,96,123,35,34,28,47,78,303,0.297,6.2,2.3,-4.0,-0.6,12.0,0.5,0.092,-3.4,3.2,-0.8,9.0,1.9,12.9,7.5,0.476,17.5,-0.5,-0.3,-0.016,1097520.0,1440742.0
Jordan Farmar,PG,24,NJN,73,18,1796,255,651,0.392,109,304,0.359,146,347,0.421,0.475,82,100,0.82,24,149,173,368,62,6,139,128,701,0.467,34.9,0.3,-0.4,-1.3,10.1,1.0,0.154,0.8,1.5,0.8,14.1,1.8,16.7,5.7,0.504,21.6,0.7,1.9,0.05,4000000.0,5250901.0
Derrick Favors,PF,19,TOT,78,27,1535,215,416,0.517,0,0,0.0,215,416,0.517,0.517,103,173,0.595,171,241,412,39,29,68,77,246,533,0.0,4.2,3.5,-3.2,-0.6,19.1,1.4,0.416,-2.6,12.9,1.5,13.9,1.0,13.5,16.0,0.542,17.1,-0.5,2.9,0.091,4443360.0,5832911.0
Raymond Felton,PG-SG,26,TOT,75,54,2737,427,1005,0.425,116,329,0.353,311,676,0.46,0.483,194,241,0.805,48,221,269,625,125,11,221,150,1164,0.327,35.8,0.3,0.6,-1.0,9.2,1.8,0.24,1.6,2.0,3.6,16.6,2.3,16.6,5.6,0.524,21.6,1.8,5.4,0.094,7560000.0,9924203.0
Landry Fields,SG,22,NYK,82,81,2541,299,602,0.497,86,219,0.393,213,383,0.556,0.568,113,147,0.769,105,416,521,155,80,17,107,114,797,0.364,9.0,0.5,0.2,-0.4,18.9,1.8,0.244,0.6,4.7,3.4,13.5,1.6,13.8,11.7,0.598,13.5,1.4,5.3,0.1,762195.0,1000552.0
Derek Fisher,PG,36,LAL,82,82,2297,206,529,0.389,63,159,0.396,143,370,0.386,0.449,83,103,0.806,14,138,152,224,99,8,70,192,558,0.301,14.0,0.3,-2.0,1.3,6.6,2.5,0.195,-3.2,0.7,1.2,8.9,2.3,10.9,3.7,0.486,12.8,0.0,3.7,0.078,3400000.0,4463266.0
Jonny Flynn,PG,21,MIN,53,8,983,108,296,0.365,31,100,0.31,77,196,0.393,0.417,32,42,0.762,12,65,77,182,34,3,113,58,279,0.338,27.6,0.2,-6.3,-2.4,7.5,0.2,0.142,-3.9,1.3,-1.6,7.1,1.7,26.4,4.3,0.444,18.5,-1.1,-1.3,-0.064,3414720.0,4482589.0
Gary Forbes,SF,25,DEN,63,11,791,124,273,0.454,19,58,0.328,105,215,0.488,0.489,59,87,0.678,28,88,116,49,23,6,46,77,326,0.212,9.7,0.6,-2.9,-0.8,12.5,0.7,0.319,-2.0,4.2,0.3,11.7,1.5,12.9,8.5,0.524,20.1,-0.2,0.9,0.055,1500000.0,1969088.0
Jeff Foster,C,34,IND,56,3,940,80,167,0.479,0,3,0.0,80,164,0.488,0.479,27,48,0.563,160,190,350,46,24,31,26,127,187,0.018,7.3,2.4,-0.5,0.1,22.3,1.4,0.287,-0.6,19.1,1.6,14.3,1.3,12.1,20.7,0.497,10.1,0.4,3.0,0.152,3000000.0,3938176.0
Randy Foye,SG,27,LAC,63,24,1551,206,531,0.388,71,217,0.327,135,314,0.43,0.455,133,149,0.893,13,90,103,170,47,21,95,122,616,0.409,17.5,1.1,-1.8,-0.7,6.7,0.8,0.281,-1.1,1.0,0.9,11.4,1.6,13.7,3.9,0.516,19.9,0.1,1.7,0.051,4250000.0,5579082.0
Channing Frye,PF,27,PHO,77,64,2541,358,829,0.432,171,439,0.39,187,390,0.479,0.535,89,107,0.832,65,448,513,96,46,79,73,272,976,0.53,5.7,2.3,-0.3,0.0,20.4,2.1,0.129,-0.3,3.0,2.7,12.8,0.9,7.7,11.7,0.557,16.9,1.1,4.7,0.09,5600000.0,7351262.0
Sundiata Gaines,PG,24,TOT,24,0,301,42,105,0.4,9,38,0.237,33,67,0.493,0.443,18,36,0.5,13,25,38,42,16,1,27,25,111,0.362,22.8,0.3,-2.9,-0.1,10.0,0.2,0.343,-2.8,4.9,-0.3,11.3,2.8,18.3,7.4,0.459,22.1,-0.1,-0.1,-0.015,854389.0,1121578.0
Danilo Gallinari,PF-SF,22,TOT,62,60,2104,265,640,0.414,103,293,0.352,162,347,0.467,0.495,337,391,0.862,59,246,305,104,51,27,83,144,970,0.458,7.4,0.9,0.7,-0.8,13.4,1.2,0.611,1.5,3.2,4.9,15.7,1.2,9.3,8.3,0.597,18.9,1.4,6.1,0.139,4190182.0,5500558.0
Marc Gasol,C,26,MEM,81,81,2586,364,691,0.527,3,7,0.429,361,684,0.528,0.529,220,294,0.748,154,415,569,200,74,136,146,265,951,0.01,11.6,4.3,2.3,2.0,19.4,3.9,0.425,0.3,7.1,4.0,16.8,1.5,15.1,13.1,0.58,16.9,2.8,7.9,0.146,12922194.0,16963292.0
Pau Gasol,C,30,LAL,82,82,3037,593,1120,0.529,1,3,0.333,592,1117,0.53,0.53,354,430,0.823,268,568,836,273,48,130,142,203,1541,0.003,15.1,3.3,4.8,0.9,20.5,4.7,0.384,3.9,10.3,10.0,23.3,0.8,9.8,15.6,0.589,21.8,5.2,14.7,0.232,18714150.0,24566539.0
Rudy Gay,SF,24,MEM,54,54,2152,409,869,0.471,57,144,0.396,352,725,0.486,0.503,194,241,0.805,82,254,336,153,91,58,135,131,1069,0.166,11.6,2.2,2.8,0.8,14.2,2.9,0.277,1.9,4.5,2.7,17.8,2.2,12.2,9.3,0.548,23.3,2.6,5.5,0.123,15032144.0,19733077.0
Alonzo Gee,SG,23,TOT,56,34,1118,121,264,0.458,17,51,0.333,104,213,0.488,0.491,72,92,0.783,62,120,182,38,40,18,55,94,331,0.193,5.4,1.2,-2.5,-0.4,12.7,0.6,0.348,-2.1,6.2,0.5,10.8,1.8,15.3,9.3,0.544,14.5,-0.1,1.0,0.045,854389.0,1121578.0
Paul George,SG,20,IND,61,19,1265,179,395,0.453,41,138,0.297,138,257,0.537,0.505,77,101,0.762,37,187,224,65,62,26,70,127,476,0.349,8.3,1.5,-0.1,1.4,16.3,1.9,0.256,-1.6,3.3,0.5,13.0,2.5,13.7,9.8,0.542,17.8,0.6,2.4,0.091,2406240.0,3158732.0
Daniel Gibson,SG,24,CLE,67,15,1865,264,660,0.4,118,293,0.403,146,367,0.398,0.489,134,163,0.822,24,153,177,201,48,21,80,154,780,0.444,18.3,0.9,-0.4,-0.7,9.7,0.4,0.247,0.3,1.4,2.0,13.2,1.3,9.9,5.5,0.533,19.7,0.8,2.4,0.062,4403834.0,5781024.0
Taj Gibson,PF,25,CHI,80,19,1742,234,502,0.466,1,8,0.125,233,494,0.472,0.467,100,148,0.676,162,296,458,58,39,106,71,203,569,0.016,5.3,4.6,-0.9,1.4,19.4,3.8,0.295,-2.2,11.2,1.4,14.3,1.2,11.1,15.4,0.502,16.8,0.5,5.2,0.143,1195680.0,1569599.0
Ryan Gomes,SF,28,LAC,76,62,2095,207,505,0.41,72,211,0.341,135,294,0.459,0.481,61,85,0.718,61,193,254,118,62,12,55,159,547,0.418,8.5,0.4,-2.1,0.0,10.7,1.2,0.168,-2.1,3.4,1.3,9.0,1.5,9.2,7.1,0.504,12.7,-0.1,2.5,0.057,4000000.0,5250901.0
Drew Gooden,PF,29,MIL,35,18,860,156,362,0.431,3,20,0.15,153,342,0.447,0.435,81,102,0.794,73,165,238,47,21,18,46,98,396,0.055,10.3,1.6,-1.0,0.2,22.9,1.5,0.282,-1.2,9.6,0.3,15.9,1.3,10.2,16.1,0.487,24.6,0.2,1.8,0.101,6226200.0,8173290.0
Ben Gordon,SG,27,DET,82,27,2131,339,770,0.44,107,266,0.402,232,504,0.46,0.51,136,160,0.85,41,154,195,171,48,16,141,178,921,0.345,13.2,0.6,-2.5,-1.9,9.3,0.3,0.208,-0.6,2.2,1.3,12.4,1.2,14.4,5.6,0.548,21.5,-0.3,1.7,0.037,11600000.0,15227614.0
Eric Gordon,SG,22,LAC,56,56,2112,427,949,0.45,106,291,0.364,321,658,0.488,0.506,287,348,0.825,45,119,164,244,71,18,151,115,1247,0.307,20.7,0.7,2.0,-1.0,6.6,1.1,0.367,3.0,2.5,4.2,18.5,1.7,12.0,4.5,0.566,26.5,2.2,5.3,0.12,3831184.0,5029292.0
Marcin Gortat,C,26,TOT,80,14,2032,338,603,0.561,1,4,0.25,337,599,0.563,0.561,140,193,0.725,148,483,631,70,36,91,81,188,817,0.007,5.5,3.3,0.9,0.7,27.4,2.7,0.32,0.2,8.5,3.7,17.8,0.9,10.5,18.0,0.594,17.1,1.5,6.4,0.152,6790640.0,8914245.0
Danny Granger,SF,27,IND,79,79,2763,535,1260,0.425,157,407,0.386,378,853,0.443,0.487,395,466,0.848,87,338,425,203,89,62,206,213,1622,0.323,13.0,1.6,2.1,-0.1,13.5,3.2,0.37,2.2,3.5,3.7,17.8,1.6,12.3,8.5,0.554,26.7,2.9,6.9,0.12,12015904.0,15773582.0
Aaron Gray,C,26,NOH,41,6,531,56,99,0.566,0,0,0.0,56,99,0.566,0.566,17,34,0.5,59,112,171,16,11,12,32,96,129,0.0,4.7,1.9,-4.0,-0.2,25.8,0.8,0.343,-3.9,13.4,0.3,11.0,1.1,21.9,19.6,0.566,13.1,-0.3,1.1,0.1,2500000.0,3281813.0
Danny Green,SG,23,SAS,8,0,92,17,35,0.486,7,19,0.368,10,16,0.625,0.586,0,0,0.0,3,12,15,2,2,1,5,7,41,0.543,3.6,0.8,-0.6,-0.7,14.8,0.1,0.0,0.1,3.9,0.0,13.2,1.1,12.5,9.5,0.586,20.0,0.0,0.1,0.076,854389.0,1121578.0
Willie Green,SG,29,NOH,77,13,1674,270,609,0.443,54,155,0.348,216,454,0.476,0.488,78,100,0.78,22,139,161,74,36,13,67,143,672,0.255,7.6,0.6,-2.8,-0.7,10.2,1.5,0.164,-2.1,1.6,0.3,10.8,1.2,9.3,5.9,0.515,20.5,-0.3,1.8,0.052,1223166.0,1605681.0
Blake Griffin,PF,21,LAC,82,82,3112,696,1376,0.506,7,24,0.292,689,1352,0.51,0.508,446,695,0.642,270,719,989,312,63,45,223,252,1845,0.017,18.7,1.1,2.6,-0.3,26.9,3.4,0.505,3.0,10.2,6.5,21.9,1.0,11.7,18.6,0.549,27.3,3.6,9.8,0.152,5731080.0,7523334.0
Hamed Haddadi,C,25,MEM,31,0,168,30,58,0.517,0,1,0.0,30,57,0.526,0.517,15,23,0.652,24,44,68,5,2,13,11,29,75,0.017,4.8,6.3,-1.1,0.0,31.6,0.3,0.397,-1.1,16.9,0.3,19.7,0.6,13.9,24.2,0.55,21.2,0.0,0.6,0.164,1300000.0,1706543.0
Richard Hamilton,SG,32,DET,55,39,1498,288,671,0.429,55,144,0.382,233,527,0.442,0.47,146,172,0.849,24,102,126,171,39,4,88,95,777,0.215,19.8,0.2,-1.6,-2.2,8.7,0.2,0.256,0.6,1.9,1.6,15.8,1.4,10.5,5.1,0.52,26.0,0.1,1.8,0.059,17500000.0,22972693.0
Tyler Hansbrough,PF,25,IND,70,29,1535,285,613,0.465,0,2,0.0,285,611,0.466,0.465,197,253,0.779,145,221,366,41,37,15,76,160,767,0.003,4.7,0.7,-1.9,-1.3,15.9,1.6,0.413,-0.6,10.6,2.2,16.4,1.2,9.5,13.2,0.529,23.1,0.0,3.8,0.118,2138040.0,2806659.0
Luke Harangody,PF,23,TOT,49,0,640,79,206,0.383,16,66,0.242,63,140,0.45,0.422,19,26,0.731,40,103,143,30,15,17,16,80,193,0.32,7.6,2.0,-3.7,-0.4,18.9,0.7,0.126,-3.3,7.5,-0.1,10.1,1.2,6.9,13.2,0.444,16.8,-0.3,0.6,0.048,762195.0,1000552.0
James Harden,SG,21,OKC,82,5,2189,298,684,0.436,113,324,0.349,185,360,0.514,0.518,289,343,0.843,42,213,255,176,92,24,106,207,998,0.474,12.8,0.8,1.9,0.6,11.0,2.1,0.501,1.3,2.3,5.0,16.4,2.2,11.3,6.8,0.598,19.5,2.2,7.1,0.156,4604760.0,6044785.0
Al Harrington,PF,30,DEN,73,3,1665,281,675,0.416,117,328,0.357,164,347,0.473,0.503,86,117,0.735,76,256,332,101,39,10,106,202,765,0.486,9.6,0.5,-1.7,-1.1,17.2,1.5,0.173,-0.6,5.4,0.6,12.3,1.2,12.7,11.5,0.527,22.3,0.1,2.1,0.06,6226200.0,8173290.0
Devin Harris,PG,27,TOT,71,70,2254,343,813,0.422,58,180,0.322,285,633,0.45,0.458,335,402,0.833,17,152,169,503,70,7,207,163,1079,0.221,38.2,0.2,0.6,-1.3,8.2,1.0,0.494,1.9,0.9,3.2,17.2,1.7,17.3,4.5,0.545,24.6,1.5,4.2,0.089,9319000.0,12233287.0
Manny Harris,SG,21,CLE,54,15,933,108,289,0.374,34,92,0.37,74,197,0.376,0.433,71,93,0.763,36,104,140,85,31,7,63,65,321,0.318,14.8,0.6,-3.5,-1.2,13.2,0.4,0.322,-2.3,4.3,-0.4,10.4,1.7,16.0,8.6,0.486,19.1,-0.4,0.0,0.002,122942.0,161389.0
Udonis Haslem,PF,30,MIA,13,0,345,44,86,0.512,0,0,0.0,44,86,0.512,0.512,16,20,0.8,29,77,106,6,7,3,14,39,104,0.0,2.7,0.7,-2.3,-0.5,25.0,0.6,0.233,-1.7,10.6,0.4,12.7,1.1,12.9,18.2,0.549,14.8,0.0,0.9,0.13,3780000.0,4962101.0
Spencer Hawes,C,22,PHI,81,81,1718,264,568,0.465,9,37,0.243,255,531,0.48,0.473,47,88,0.534,129,336,465,121,29,71,97,201,584,0.065,11.2,3.1,-1.9,0.7,22.5,2.6,0.155,-2.5,8.7,-0.3,12.8,0.9,13.8,15.6,0.481,18.9,0.0,2.4,0.066,4051024.0,5317882.0
Chuck Hayes,C,27,HOU,74,63,2079,244,463,0.527,0,2,0.0,244,461,0.529,0.527,94,142,0.662,219,380,599,202,79,49,86,200,582,0.004,14.3,1.6,1.9,1.3,20.7,2.4,0.307,0.6,11.9,3.9,16.2,1.9,14.1,16.3,0.554,13.0,2.1,6.3,0.146,5250000.0,6891808.0
Gordon Hayward,SF,20,UTA,72,17,1218,142,293,0.485,35,74,0.473,107,219,0.489,0.544,69,97,0.711,41,98,139,81,30,19,70,106,388,0.253,10.2,1.3,-2.2,-1.1,9.8,0.4,0.331,-1.2,4.0,0.8,10.7,1.3,17.3,6.9,0.578,15.3,-0.1,1.2,0.048,2532960.0,3325080.0
Lazar Hayward,SF,24,MIN,42,0,419,55,154,0.357,17,60,0.283,38,94,0.404,0.412,33,42,0.786,23,47,70,28,12,7,19,44,160,0.39,10.3,1.3,-2.9,-1.3,12.8,0.2,0.273,-1.6,5.9,0.1,10.8,1.4,9.9,9.3,0.464,19.5,-0.1,0.3,0.035,1097520.0,1440742.0
Brendan Haywood,C,31,DAL,72,8,1331,128,223,0.574,0,1,0.0,128,222,0.577,0.574,64,177,0.362,129,247,376,19,16,74,51,146,320,0.004,2.1,4.2,-1.9,0.6,20.9,2.1,0.794,-2.5,11.8,0.8,11.7,0.6,14.5,16.5,0.532,12.4,0.0,2.9,0.104,7624500.0,10008874.0
Gerald Henderson,SG,23,CHA,68,30,1661,259,570,0.454,7,36,0.194,252,534,0.472,0.461,128,163,0.785,49,158,207,101,50,32,64,118,653,0.063,10.7,1.6,-1.8,-0.2,11.6,1.4,0.286,-1.6,3.5,0.9,13.2,1.6,9.1,7.5,0.509,19.9,0.1,2.4,0.068,2250600.0,2954419.0
Xavier Henry,SG,19,MEM,38,16,527,65,160,0.406,2,17,0.118,63,143,0.441,0.413,33,52,0.635,9,28,37,18,11,3,13,48,165,0.106,5.0,0.5,-5.3,-0.8,6.4,0.3,0.325,-4.5,2.0,-0.1,7.0,1.1,6.6,4.2,0.451,16.8,-0.4,0.2,0.021,2171640.0,2850766.0
Roy Hibbert,C,24,IND,81,80,2244,410,890,0.461,0,4,0.0,410,886,0.463,0.461,205,275,0.745,182,428,610,166,33,142,185,256,1025,0.004,12.8,4.6,-1.1,0.7,21.0,3.3,0.309,-1.8,9.1,0.3,15.9,0.7,15.5,15.1,0.507,23.6,0.5,3.6,0.077,2588590.0,3398107.0
Nenê,C,28,DEN,75,75,2291,402,654,0.615,1,5,0.2,401,649,0.618,0.615,286,402,0.711,145,426,571,149,84,73,134,238,1091,0.008,10.4,2.4,3.6,1.5,20.8,3.1,0.615,2.1,7.5,6.4,20.4,1.8,13.9,14.4,0.657,18.8,3.2,9.6,0.201,13000000.0,17065430.0
George Hill,PG,24,SAS,76,5,2148,287,633,0.453,77,204,0.377,210,429,0.49,0.514,233,270,0.863,24,175,199,193,66,21,99,153,884,0.322,13.6,0.7,0.8,0.6,9.2,2.1,0.427,0.2,1.3,4.0,14.6,1.6,11.6,5.4,0.588,18.2,1.5,6.1,0.136,2086360.0,2738817.0
Jordan Hill,C,23,HOU,72,11,1125,173,352,0.491,0,2,0.0,173,350,0.494,0.491,60,85,0.706,128,178,306,29,14,52,62,157,406,0.006,4.0,3.2,-4.3,-1.4,18.0,1.0,0.241,-2.9,12.9,0.8,13.1,0.6,13.7,15.4,0.521,17.7,-0.7,1.8,0.079,2855760.0,3748828.0
Kirk Hinrich,SG-PG,30,TOT,72,51,2157,278,623,0.446,75,188,0.399,203,435,0.467,0.506,106,126,0.841,21,161,182,288,75,17,121,185,737,0.302,21.1,0.6,-1.3,-0.2,8.9,1.2,0.202,-1.0,1.1,1.8,12.3,1.8,15.1,4.9,0.543,16.7,0.4,3.0,0.068,8100000.0,10633075.0
Jrue Holiday,PG,20,PHI,82,82,2901,446,999,0.446,81,222,0.365,365,777,0.47,0.487,172,209,0.823,68,264,332,531,120,29,218,203,1145,0.222,29.0,0.8,0.8,0.4,10.5,3.5,0.209,0.4,2.7,2.2,15.4,2.2,16.7,6.6,0.525,20.8,2.0,5.7,0.094,1741440.0,2286032.0
